"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"796",818,"20201105T064515","20201105T064624",69,"Dem","Dem",100,-100,89,11,53,23,-30,"Dem",TRUE,20,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",819,"20201105T061559","20201105T061801",121,"Dem","Dem",100,-100,70,30,50,76,26,"Rep",FALSE,35,"Virginia","20210120T063809","20210120T064346",337,2021-01-20 06:43:47,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Ballot manipulation or ballot-box stuffing
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","53","51","46","53","46","55","86","73","33","36","Yes","Male",35,"Virginia",689,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,73,33,36,0,53,51,46,53,46,55,86,0,FALSE
"798",820,"20201105T064507","20201105T064648",100,"Dem","Dem",98,-98,100,0,15,10,-5,"Dem",TRUE,26,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",821,"20201104T185729","20201104T190037",187,"Other","Dem",25,-25,85,15,5,0,-5,"Dem",TRUE,32,"California","20210119T214023","20210119T214441",258,2021-01-19 21:44:42,"Yes","Other","Socialist","No","Dem",NA,10,"Dem",NA,20,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",99,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,"50",NA,"Other (please explain)
","I don't think there was widespread fraud, so I didn't have any of these ideas in mind.",81,0,0,0,0,0,0,70,70,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","51","50","51","51","50","51","95","100","39","50","Yes","Male",32,"California",18,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,39,50,81,51,50,51,51,50,51,95,0,FALSE
"800",822,"20201104T184820","20201104T184952",92,"Ind","Dem",100,-100,61,39,0,71,71,"Rep",FALSE,30,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",823,"20201104T190811","20201104T190916",65,"Dem","Dem",100,-100,82,18,51,46,-5,"Dem",TRUE,NA,NA,"20210120T033917","20210120T034214",177,2021-01-20 03:42:14,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,24,7,7,5,0,3,3,91,91,51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","71","70","70","71","71","70","93","94","51","74","Yes","Female",47,NA,432,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,94,51,74,72,71,70,70,71,71,70,93,0,FALSE
"802",824,"20201105T074343","20201105T074514",90,"Rep","Rep",100,100,81,81,87,25,-62,"Rep",TRUE,39,"California","20210120T071629","20210120T071924",175,2021-01-20 07:19:25,"Yes","Rep",NA,"Yes","Rep",NA,96,"Rep",NA,99,"Donald Trump",100,"Joe Biden",51,"Rep",100,20,87,"Joe Biden",52,100,NA,NA,"Extremely unlikely","Extremely likely",71,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,94,97,91,100,95,88,89,100,51,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",39,"California",760,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,0,0,0,0,0,0,0,0,0,0,0,67,FALSE
"803",825,"20201104T223113","20201104T223336",143,"Dem","Dem",89,-89,95,5,2,0,-2,"Dem",TRUE,36,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",826,"20201105T095144","20201105T095605",260,"Rep","Dem",79,-79,86,14,8,28,20,"Dem",TRUE,34,"Illinois","20210119T223222","20210119T223643",261,2021-01-19 22:36:43,"Yes","Rep",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,100,"Other (please explain)
","I don't think voter fraud had any measurable effect on this election.",0,0,0,0,0,0,0,68,63,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","98","100","100","100","100","100","100","Yes","Male",34,"Illinois",247,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,100,100,100,100,100,100,98,100,100,100,0,FALSE
"805",827,"20201105T052322","20201105T052650",207,"Dem","Dem",100,-100,89,11,0,15,15,"Rep",FALSE,42,"Pennsylvania","20210120T041443","20210120T041825",221,2021-01-20 04:18:26,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,48,47,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"29",NA,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,7,0,0,0,0,0,0,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","50","51","51","51","51","51","94","94","51","51","Yes","Female",42,"Pennsylvania",470,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",71,94,51,51,94,50,51,51,51,51,51,94,-1,FALSE
"806",828,"20201105T054338","20201105T054551",132,"Dem","Dem",100,-100,87,13,49,51,2,"Rep",FALSE,27,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",829,"20201105T060700","20201105T060820",79,"Dem","Dem",100,-100,70,30,51,56,5,"Rep",FALSE,48,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",830,"20201104T193236","20201104T193433",117,"Ind","Dem",100,-100,61,39,9,8,-1,"Dem",TRUE,60,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",831,"20201105T071857","20201105T072034",96,"Rep","Rep",100,100,50,50,46,51,5,"Dem",FALSE,63,"Florida","20210120T073419","20210120T073756",217,2021-01-20 07:37:56,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",51,"Joe Biden",76,"Dem",100,72,72,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",50,"99",NA,"Mail-in ballot fraud
",NA,27,29,66,89,51,54,45,51,51,99,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","54","59","76","53","51","52","100","51","100","100","Yes","Female",64,"Florida",795,1,FALSE,NA,"Extremely likely","Extremely unlikely",1,51,100,100,62,54,59,76,53,51,52,100,0,FALSE
"810",832,"20201104T185648","20201104T185811",83,"Dem","Dem",91,-91,98,2,0,0,0,"Rep",FALSE,44,"Virginia","20210119T220708","20210119T221122",253,2021-01-19 22:11:22,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,63,63,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,2,0,0,0,0,0,0,0,0,50,50,49,51,51,52,50,52,52,53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",44,"Virginia",198,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,48,47,48,50,50,51,49,49,48,50,48,0,FALSE
"811",833,"20201104T212514","20201104T212631",77,"Ind","Rep",100,100,25,25,60,7,-53,"Rep",TRUE,45,"Alabama","20210119T215429","20210119T215945",315,2021-01-19 21:59:45,"Yes","Ind",NA,"Yes","Rep",NA,98,"Rep",NA,99,"Joe Biden",100,"Joe Biden",100,"Rep",95,53,47,"Joe Biden",91,100,NA,NA,"Extremely unlikely","Extremely likely",10,NA,4,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
",NA,70,60,73,79,68,62,62,15,16,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","0","1","0","38","66","33","18","Yes","Male",46,"Alabama",144,1,FALSE,NA,"Extremely likely","Extremely unlikely",4,66,33,18,0,0,0,1,0,1,0,38,-6,FALSE
"812",834,"20201104T230144","20201104T230728",344,"Ind","Other",80,NA,0,NA,51,48,-3,"Dem",NA,44,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",835,"20201105T022255","20201105T022708",252,"Ind","Rep",96,96,80,80,25,95,70,"Dem",FALSE,48,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",836,"20201104T193257","20201104T193554",177,"Rep","Rep",44,44,38,38,17,14,-3,"Rep",TRUE,32,"Arizona","20210119T214140","20210119T214635",295,2021-01-19 21:46:36,"Yes","Rep",NA,"No","Rep",NA,18,"Rep",NA,17,"Joe Biden",95,"Joe Biden",96,"Dem",84,54,54,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"52",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,20,11,15,17,22,25,22,67,63,79,59,60,59,58,52,57,58,57,36,10,87,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",33,"Arizona",41,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",48,90,13,48,40,41,42,48,43,42,43,64,0,FALSE
"815",837,"20201105T042326","20201105T042542",136,"Dem","Dem",98,-98,71,29,5,0,-5,"Dem",TRUE,32,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",838,"20201104T193518","20201104T193714",115,"Dem","Dem",100,-100,75,25,0,0,0,"Rep",FALSE,30,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",839,"20201104T191206","20201104T191441",154,"Dem","Dem",100,-100,80,20,0,0,0,"Rep",FALSE,56,"Illinois","20210120T022625","20210120T023104",279,2021-01-20 02:31:05,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,56,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,100,100,0,0,50,50,50,50,50,50,50,0,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",56,"Illinois",395,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,100,50,50,50,50,50,50,50,50,100,0,FALSE
"818",840,"20201104T185926","20201104T190214",167,"Dem","Dem",100,-100,75,25,0,10,10,"Dem",TRUE,67,"Ohio","20210119T215838","20210119T220811",573,2021-01-19 22:08:11,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Other (please explain)
","Trump’s pathological, desperate lies about everything came to mind",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","99","100","100","100","100","100","100","100","48","49","Yes","Female",67,"Ohio",187,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,48,49,99,99,100,100,100,100,100,100,0,FALSE
"819",841,"20201104T230158","20201104T230417",138,"Dem","Dem",100,-100,70,30,9,3,-6,"Dem",TRUE,28,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",842,"20201105T075719","20201105T075939",140,"Ind","Rep",100,100,51,51,100,0,-100,"Rep",TRUE,71,"Colorado","20210120T071837","20210120T072519",401,2021-01-20 07:25:19,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",100,53,40,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,10,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,61,62,62,62,63,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","51","0","0","Yes","Male",72,"Colorado",772,1,FALSE,NA,"Likely","Unlikely",0,51,0,0,0,0,0,0,0,0,0,0,-13,FALSE
"821",843,"20201105T041408","20201105T041819",250,"Rep","Rep",100,100,45,45,42,26,-16,"Dem",FALSE,62,"Texas","20210120T040019","20210120T040547",328,2021-01-20 04:05:47,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",15,"Joe Biden",19,"Rep",100,60,70,"Joe Biden",61,100,"Extremely likely","Extremely unlikely",NA,NA,29,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,2,56,56,53,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","29","29","32","51","51","51","51","51","51","Yes","Female",63,"Texas",454,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,51,51,51,51,51,29,29,32,51,51,51,10,FALSE
"822",844,"20201105T070011","20201105T070148",97,"Ind","Other",60,NA,0,NA,40,5,-35,"Dem",NA,35,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",845,"20201105T005650","20201105T010939",768,"Rep","Rep",90,90,70,70,40,20,-20,"Dem",FALSE,45,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",846,"20201104T195838","20201104T195936",58,"Dem","Dem",100,-100,82,18,0,0,0,"Dem",TRUE,43,"Virginia","20210119T215401","20210119T220009",368,2021-01-19 22:00:10,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"0",NA,"False news stories by ""right-wing"" media",NA,50,0,0,0,0,0,0,49,79,0,0,50,0,0,0,0,0,0,0,0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",43,"Virginia",148,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,49,49,50,100,100,100,100,100,100,100,0,FALSE
"825",847,"20201104T184703","20201104T184900",116,"Dem","Dem",100,-100,65,35,1,25,24,"Rep",FALSE,51,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",848,"20201104T185943","20201104T190102",78,"Dem","Dem",100,-100,100,0,0,0,0,"Rep",FALSE,33,"Illinois","20210120T041003","20210120T041559",355,2021-01-20 04:15:59,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,100,0,0,0,0,0,0,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","50","50","50","50","50","50","100","100","0","49","Yes","Male",34,"Illinois",466,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,49,100,50,50,50,50,50,50,100,0,FALSE
"827",849,"20201105T064401","20201105T064532",90,"Ind","Dem",40,-40,55,45,53,29,-24,"Rep",FALSE,19,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",850,"20201105T074502","20201105T075150",408,"Rep","Rep",100,100,5,5,50,50,0,"Dem",FALSE,40,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",851,"20201104T193211","20201104T193416",125,"Rep","Rep",76,76,43,43,60,14,-46,"Dem",FALSE,57,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
