"","X","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"324",663,680,"20201104T185121","20201104T185256",95,"Dem","Dem",93,-93,59,41,62,0,-62,"Dem",TRUE,32,"Wisconsin","20210120T070529","20210120T070951",261,"2021-01-20 07:09:52","Yes","Dem",NA,"Yes","Dem",NA,93,"Dem",NA,94,"Joe Biden",100,"Joe Biden",100,"Dem",100,68,68,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,2,50,NA,"Mail-in ballot fraud
",NA,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,51,51,51,51,51,51,51,"Yes","Male",32,"Wisconsin",737,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,51,51,51,50,50,50,50,51,51,51,51,0,FALSE
"325",665,682,"20201104T193151","20201104T193333",101,"Dem","Dem",100,-100,75,25,15,0,-15,"Dem",TRUE,29,"Georgia","20210119T214238","20210119T214556",197,"2021-01-19 21:45:56","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,54,"Joe Biden",100,100,"Unlikely","Unlikely",NA,NA,0,NA,50,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,0,0,0,0,0,0,3,3,0,4,50,50,50,50,51,51,50,49,50,49,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",29,"Georgia",33,1,FALSE,NA,"Unlikely","Unlikely",50,50,51,47,50,50,50,50,49,49,50,51,0,FALSE
"326",668,685,"20201105T033847","20201105T034003",76,"Dem","Dem",100,-100,86,14,0,51,51,"Rep",FALSE,NA,NA,"20210120T040159","20210120T040458",178,"2021-01-20 04:04:58","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,56,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,37,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,66,68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,100,100,0,51,NA,NA,NA,NA,452,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",63,100,0,51,51,51,51,51,51,51,51,100,0,FALSE
"327",669,686,"20201105T071350","20201105T071453",62,"Ind","Rep",100,100,51,51,100,5,-95,"Rep",TRUE,29,"Missouri","20210120T085737","20210120T090156",258,"2021-01-20 09:01:56","Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Don't know",100,"Don't know",100,"Rep",100,49,43,"Other",100,100,"Extremely likely","Extremely unlikely",NA,NA,6,100,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,1,2,51,93,93,59,17,5,4,71,11,95,100,100,100,100,100,100,50,50,80,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",29,"Missouri",919,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,50,20,29,5,0,0,0,0,0,0,50,-6,FALSE
"328",671,688,"20201104T185933","20201104T190121",108,"Rep","Rep",90,90,70,70,70,90,20,"Dem",FALSE,51,"Pennsylvania","20210119T214256","20210119T214742",286,"2021-01-19 21:47:42","Yes","Ind",NA,"Yes","Rep",NA,96,"Rep",NA,100,"Joe Biden",92,"Joe Biden",100,"Don't know",70,57,40,"Joe Biden",100,100,"Likely","Extremely unlikely",NA,NA,20,100,NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,8,3,39,78,59,55,0,0,0,0,0,70,78,80,73,79,55,56,53,57,57,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",51,"Pennsylvania",52,1,FALSE,NA,"Likely","Extremely unlikely",0,43,43,44,30,22,20,27,21,45,44,47,-17,FALSE
"329",672,689,"20201104T195841","20201104T200058",136,"Ind","Dem",100,-100,90,10,0,0,0,"Dem",TRUE,62,"California","20210120T061339","20210120T061855",315,"2021-01-20 06:18:55","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,59,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,55,"Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,100,100,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,49,48,53,47,46,46,92,100,21,48,"Yes","Male",62,"California",634,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",55,100,21,48,50,49,48,53,47,46,46,92,3,FALSE
"330",674,691,"20201105T002357","20201105T002904",307,"Ind","Dem",100,-100,75,25,0,40,40,"Rep",FALSE,40,"California","20210119T215004","20210119T215328",204,"2021-01-19 21:53:29","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,46,46,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,65,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,8,57,7,10,44,26,16,50,32,40,38,9,0,59,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",40,"California",96,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",65,100,41,50,56,74,84,50,68,60,62,91,0,FALSE
"331",676,693,"20201104T215545","20201104T215750",124,"Ind","Dem",100,-100,90,10,5,5,0,"Rep",FALSE,41,"New York","20210120T054919","20210120T055402",283,"2021-01-20 05:54:03","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,0,50,NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,51,51,51,51,51,51,51,51,51,51,"Yes","Male",41,"New York",590,1,FALSE,NA,"Extremely unlikely","Unlikely",50,51,51,51,50,51,51,51,51,51,51,51,0,FALSE
"332",677,694,"20201105T054536","20201105T054752",135,"Dem","Dem",100,-100,76,24,51,25,-26,"Dem",TRUE,36,"Florida","20210120T035029","20210120T040517",888,"2021-01-20 04:05:18","Yes","Dem",NA,"Yes","Dem",NA,84,"Dem",NA,87,"Joe Biden",81,"Joe Biden",81,"Dem",90,58,60,"Joe Biden",93,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,39,NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,2,1,4,0,0,0,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,70,80,56,50,50,50,79,81,32,50,"Yes","Female",36,"Florida",453,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",61,81,32,50,50,70,80,56,50,50,50,79,2,FALSE
"333",680,697,"20201104T231200","20201104T231329",88,"Ind","Dem",60,-60,60,40,10,5,-5,"Dem",TRUE,42,"Maryland","20210120T070112","20210120T071820",1027,"2021-01-20 07:18:20","Yes","Ind",NA,"Yes","Dem",NA,70,"Dem",NA,70,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,NA,50,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,65,32,19,11,50,50,50,50,50,50,50,20,17,63,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",42,"Pennsylvania",758,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,83,37,50,50,50,50,50,50,50,50,80,0,FALSE
"334",681,698,"20201105T045552","20201105T045703",70,"Rep","Rep",53,53,32,32,83,82,-1,"Dem",FALSE,40,"Florida","20210120T043622","20210120T043919",177,"2021-01-20 04:39:19","Yes","Rep",NA,"Yes","Dem",NA,51,"Rep",NA,86,"Joe Biden",45,"Joe Biden",71,"Dem",53,47,54,"Joe Biden",100,100,"Likely","Likely",NA,NA,50,NA,32,"Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,54,55,55,69,70,51,55,71,64,61,71,56,71,57,92,61,56,60,89,62,72,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",40,"Florida",491,1,FALSE,NA,"Likely","Likely",32,38,28,12,44,29,43,8,39,44,40,11,7,FALSE
"335",683,700,"20201104T185655","20201104T185955",179,"Dem","Dem",92,-92,99,1,14,0,-14,"Dem",TRUE,29,"California","20210119T215856","20210119T220450",353,"2021-01-19 22:04:51","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,50,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,57,55,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,51,51,91,91,50,72,"Yes","Female",29,"California",175,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,91,50,72,50,50,50,50,50,51,51,91,0,FALSE
"336",684,701,"20201105T044217","20201105T044404",107,"Dem","Dem",49,-49,49,51,10,100,90,"Rep",FALSE,27,"Florida","20210120T042755","20210120T043352",356,"2021-01-20 04:33:52","Yes","Dem",NA,"Yes","Dem",NA,20,"Dem",NA,70,"Joe Biden",80,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,5,NA,45,"Mail-in ballot fraud
",NA,0,0,0,8,0,5,0,0,33,33,18,49,50,55,59,50,49,51,50,16,82,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",27,"Florida",485,1,FALSE,NA,"Likely","Unlikely",45,84,18,49,51,50,45,41,50,51,49,50,0,FALSE
"337",685,702,"20201104T230640","20201104T230855",135,"Rep","Rep",64,64,5,5,81,90,9,"Rep",TRUE,47,"Washington","20210119T214314","20210119T214813",299,"2021-01-19 21:48:14","Yes","Rep",NA,"No","Rep",NA,60,"Rep",NA,52,"Joe Biden",90,"Joe Biden",91,"Dem",91,57,43,"Joe Biden",98,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,51,NA,"Vote buying / voter impersonation / misuse of proxy votes",NA,6,5,3,4,1,1,0,0,1,0,2,51,51,51,51,49,49,49,49,52,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",47,"Washington",56,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",49,48,52,51,49,49,49,49,51,51,51,51,-14,FALSE
"338",686,703,"20201105T075332","20201105T075515",102,"Ind","Rep",75,75,25,25,15,0,-15,"Rep",TRUE,31,"Georgia","20210120T095146","20210120T095746",360,"2021-01-20 09:57:47","Yes","Ind",NA,"No","Rep",NA,5,"Rep",NA,5,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,NA,NA,"Unlikely","Likely",5,NA,25,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information",NA,4,4,4,8,5,0,0,8,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,25,25,25,25,0,0,25,77,26,50,"Yes","Female",31,"Georgia",952,1,FALSE,NA,"Likely","Unlikely",25,77,26,50,24,25,25,25,25,0,0,25,0,FALSE
"339",687,704,"20201104T184814","20201104T184948",94,"Ind","Rep",65,65,52,52,50,55,5,"Dem",FALSE,40,"California","20210119T232052","20210119T232538",285,"2021-01-19 23:25:39","Yes","Ind",NA,"Yes","Rep",NA,65,"Rep",NA,55,"Joe Biden",70,"Joe Biden",100,"Dem",60,50,45,"Joe Biden",100,100,NA,NA,"Likely","Likely",15,55,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,35,35,19,28,6,14,14,86,25,74,64,59,44,55,61,58,54,55,68,33,77,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",40,"California",315,1,FALSE,NA,"Likely","Likely",45,67,23,32,41,56,45,39,42,46,45,32,-5,FALSE
"340",688,705,"20201105T064419","20201105T064656",156,"Other","Dem",70,-70,51,49,50,50,0,"Rep",FALSE,50,"Illinois","20210120T083720","20210120T084855",694,"2021-01-20 08:48:55","Yes","Other","none","Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",90,"Joe Biden",90,"Dem",90,61,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Other (please explain)
","all forms of fraud",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,50,50,50,50,"Yes","Female",50,"Illinois",904,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,50,50,50,50,50,50,50,50,50,-1,FALSE
"341",689,706,"20201105T025442","20201105T025651",129,"Rep","Rep",100,100,100,100,50,10,-40,"Dem",FALSE,69,"Florida","20210120T044342","20210120T045214",511,"2021-01-20 04:52:14","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",50,"Joe Biden",50,"Rep",100,70,0,"Joe Biden",50,100,"Extremely likely","Extremely unlikely",NA,NA,75,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,56,71,92,92,64,91,92,92,42,81,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,51,0,0,"Yes","Male",69,"Florida",508,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,51,0,0,0,0,0,0,0,0,0,0,-70,FALSE
"342",690,707,"20201105T060325","20201105T060631",186,"Rep","Rep",100,100,82,82,51,51,0,"Dem",FALSE,67,"Florida","20210120T075437","20210120T080131",413,"2021-01-20 08:01:31","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",60,"Joe Biden",61,"Rep",98,60,20,"Joe Biden",99,100,"Extremely likely","Unlikely",NA,NA,61,100,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,94,83,93,100,100,100,97,98,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,51,0,0,"Yes","Male",67,"Florida",842,1,FALSE,NA,"Extremely likely","Unlikely",0,51,0,0,0,0,0,0,0,0,0,0,-40,FALSE
"343",691,708,"20201105T071128","20201105T071442",193,"Dem","Dem",64,-64,64,36,9,8,-1,"Rep",FALSE,65,"Florida","20210120T070218","20210120T070728",309,"2021-01-20 07:07:28","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,63,65,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,0,"Mail-in ballot fraud
",NA,13,2,12,20,1,2,3,2,5,5,4,52,52,52,52,53,52,51,53,53,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",65,"Florida",729,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",0,47,49,49,48,48,48,48,47,48,49,47,2,FALSE
"344",692,709,"20201105T071244","20201105T071503",139,"Dem","Dem",100,-100,60,40,25,25,0,"Dem",TRUE,34,"New York","20210120T060236","20210120T061139",542,"2021-01-20 06:11:40","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,58,58,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",1,0,NA,"Electorate manipulation prior to election day,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,Other (please explain)
","Gerrymandering, voter suppression",76,0,0,1,8,0,0,100,100,0,0,0,50,50,45,25,50,50,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",34,"New York",620,1,FALSE,NA,"Extremely unlikely","Unlikely",100,100,50,50,100,50,50,55,75,50,50,100,0,FALSE
"345",696,713,"20201105T051030","20201105T051158",88,"Dem","Dem",100,-100,90,10,0,0,0,"Rep",FALSE,57,"Missouri","20210120T051647","20210120T052051",244,"2021-01-20 05:20:52","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,60,"Joe Biden",100,100,NA,NA,"Likely","Extremely unlikely",0,0,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,10,0,0,0,0,0,0,60,60,0,0,50,50,50,50,50,51,51,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",57,"Missouri",541,1,FALSE,NA,"Extremely unlikely","Likely",100,100,50,50,50,50,50,50,50,49,49,100,5,FALSE
"346",697,714,"20201105T062832","20201105T063155",202,"Dem","Dem",100,-100,76,24,0,10,10,"Rep",FALSE,38,"Michigan","20210119T230034","20210119T230501",266,"2021-01-19 23:05:01","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,100,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,Other (please explain)
","Voter suppression",0,0,0,0,0,0,0,11,21,0,0,34,51,50,50,51,51,51,0,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",39,"Michigan",292,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,49,100,66,49,50,50,49,49,49,100,7,FALSE
"347",700,718,"20201105T071738","20201105T071908",90,"Dem","Dem",100,-100,97,3,0,40,40,"Rep",FALSE,54,"Texas","20210120T072033","20210120T072535",302,"2021-01-20 07:25:35","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,NA,100,"Vote buying / voter impersonation / misuse of proxy votes,False news stories by ""right-wing"" media",NA,0,3,0,0,0,0,0,69,68,0,0,50,0,50,51,51,24,24,11,0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Texas",774,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,49,49,50,100,50,49,49,76,76,89,0,FALSE
"348",701,719,"20201104T190747","20201104T191053",186,"Dem","Dem",96,-96,95,5,3,1,-2,"Dem",TRUE,62,"Florida","20210120T071212","20210120T071726",314,"2021-01-20 07:17:27","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,49,49,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Ballot manipulation or ballot-box stuffing
,Tampering with electronic voting systems",NA,0,0,0,0,0,0,0,11,53,2,0,50,50,50,50,50,50,50,18,35,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",62,"Florida",754,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,65,47,46,50,50,50,50,50,50,50,82,0,FALSE
"349",702,720,"20201105T050720","20201105T051115",234,"Dem","Dem",100,-100,92,8,59,42,-17,"Rep",FALSE,60,"Virginia","20210120T050102","20210120T050804",421,"2021-01-20 05:08:04","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,56,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,0,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",60,"Virginia",523,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,47,100,100,100,100,100,100,100,100,100,2,FALSE
"350",703,721,"20201105T073736","20201105T073912",95,"Rep","Dem",100,-100,54,46,10,6,-4,"Rep",FALSE,55,"Florida","20210120T063124","20210120T063629",304,"2021-01-20 06:36:29","Yes","Rep",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,69,86,"Joe Biden",100,100,"Unlikely","Likely",NA,NA,7,NA,51,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,15,7,12,19,14,9,8,64,83,35,63,35,34,34,37,32,25,37,28,4,41,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Florida",675,1,FALSE,NA,"Unlikely","Likely",51,96,59,64,65,66,66,63,68,75,63,72,17,FALSE
"351",705,723,"20201105T051709","20201105T051840",91,"Ind","Rep",69,69,39,39,27,0,-27,"Dem",FALSE,60,"Pennsylvania","20210120T020450","20210120T020726",155,"2021-01-20 02:07:26","Yes","Other","never vote","No","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",0,100,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",60,"Pennsylvania",386,1,FALSE,NA,"Unlikely","Unlikely",0,100,100,100,100,100,100,100,100,100,100,100,0,FALSE
"352",706,724,"20201105T034134","20201105T034312",98,"Dem","Dem",93,-93,78,22,20,83,63,"Rep",FALSE,50,"Washington","20210119T224115","20210119T224635",320,"2021-01-19 22:46:35","Yes","Dem",NA,"Yes","Dem",NA,99,"Dem",NA,99,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,55,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,0,49,NA,"Other (please explain)
","DeJoy postal service sabotage",0,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,52,52,51,51,51,51,51,55,48,51,"Yes","Male",51,"Washington",264,1,FALSE,NA,"Extremely unlikely","Unlikely",51,55,48,51,51,52,52,51,51,51,51,51,1,FALSE
"353",708,726,"20201105T044524","20201105T044813",169,"Rep","Rep",100,100,29,29,51,0,-51,"Rep",TRUE,48,"Georgia","20210120T052150","20210120T052724",333,"2021-01-20 05:27:24","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",0,"Rep",100,51,50,"Joe Biden",82,100,"Extremely likely","Extremely unlikely",NA,NA,41,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,81,51,96,95,91,73,76,100,37,91,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,78,0,48,"Yes","Female",48,"Georgia",553,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,78,0,48,0,0,0,0,0,0,0,0,-1,FALSE
