"","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age","state","order","entry_num","exclude","exclude_reason","participant_num","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"551","20210120T053239","20210120T053804",324,2021-01-20 05:38:04,"Yes","Ind",NA,"Yes","Other","Constitutional Party",30,"Dem",NA,10,"Joe Biden",100,"Joe Biden",100,"Dem",95,65,64,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,"45",NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
",NA,60,5,5,5,1,5,0,76,58,58,54,46,51,50,55,54,54,49,19,0,100,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",33,"Missouri",568,1,FALSE,NA,1333,"Extremely unlikely","Extremely unlikely",55,100,0,45,54,49,50,45,46,46,51,81,-1,TRUE
"552","20210120T053658","20210120T054014",196,2021-01-20 05:40:15,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,51,"Joe Biden",51,"Don't know",51,"Rep",100,53,58,"Joe Biden",100,100,"Extremely likely","Unlikely",NA,NA,20,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,79,84,100,88,9,9,16,9,10,8,100,100,100,100,100,100,100,96,40,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",29,NA,569,1,FALSE,NA,999,"Extremely likely","Unlikely",0,60,0,0,0,0,0,0,0,0,0,4,5,FALSE
"553","20210120T053825","20210120T054155",210,2021-01-20 05:41:56,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,80,80,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"0",NA,"Electorate manipulation prior to election day,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,60,0,0,0,91,0,0,100,100,0,63,0,0,0,0,0,0,0,0,0,83,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other",30,"Ohio",570,1,FALSE,NA,620,"Extremely unlikely","Extremely unlikely",100,100,17,49,100,100,100,100,100,100,100,100,0,FALSE
"554","20210120T053850","20210120T054221",210,2021-01-20 05:42:21,"Yes","Rep",NA,"Yes","Rep",NA,71,"Dem",NA,17,"Joe Biden",57,"Joe Biden",58,"Dem",53,55,64,"Joe Biden",75,100,"Unlikely","Unlikely",NA,NA,4,NA,46,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,57,39,34,25,29,10,8,58,43,47,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","39","49","43","36","43","42","26","62","38","56","Yes","Male",22,"Michigan",571,1,FALSE,NA,1104,"Unlikely","Unlikely",46,62,38,56,44,39,49,43,36,43,42,26,9,FALSE
"555","20210120T053914","20210120T054327",252,2021-01-20 05:43:28,"Yes","Ind",NA,"Yes","Rep",NA,70,"Rep",NA,55,"Joe Biden",100,"Joe Biden",100,"Dem",99,52,51,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"60",NA,"Ballot manipulation or ballot-box stuffing
,False news stories by ""left-wing"" media",NA,0,0,8,2,0,0,0,17,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50","31","40","50","50","50","50","50","38","50","Yes","Male",45,"New Jersey",572,1,FALSE,NA,1225,"Extremely unlikely","Extremely unlikely",40,50,38,50,50,50,31,40,50,50,50,50,-1,FALSE
"556","20210120T053343","20210120T054454",670,2021-01-20 05:44:54,"Yes","Rep",NA,"Yes","Other","Jo Jorgensen",100,"Other","Jo Jorgensen",100,"Joe Biden",100,"Joe Biden",100,"Dem",100,81,81,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",60,"North Carolina",573,1,FALSE,NA,1497,"Extremely unlikely","Extremely unlikely",50,48,48,48,48,48,48,48,48,48,48,48,0,TRUE
"557","20210120T054124","20210120T054536",252,2021-01-20 05:45:36,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,99,"Joe Biden",72,"Joe Biden",73,"Rep",73,59,26,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,30,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information",NA,100,100,90,87,95,53,52,68,29,29,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","2","0","3","0","3","6","69","37","37","Yes","Female",39,"North Carolina",574,1,FALSE,NA,288,"Extremely likely","Extremely unlikely",0,69,37,37,0,0,2,0,3,0,3,6,-33,FALSE
"558","20210120T054046","20210120T054651",364,2021-01-20 05:46:51,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,93,"Joe Biden",95,"Joe Biden",93,"Dem",91,71,40,"Joe Biden",99,100,NA,NA,"Extremely likely","Likely",7,"91",NA,"Mail-in ballot fraud
,Social media campaigns spreading false information",NA,4,3,3,83,6,4,4,90,77,1,3,77,80,82,85,85,90,90,85,46,88,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",60,"Massachusetts",575,1,FALSE,NA,165,"Likely","Extremely likely",9,54,12,19,23,20,18,15,15,10,10,15,-31,FALSE
"559","20210120T054221","20210120T054716",295,2021-01-20 05:47:16,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,65,65,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,2,NA,50,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","56","51","51","51","51","51","51","51","Yes","Female",32,"Iowa",576,1,FALSE,NA,1446,"Extremely unlikely","Extremely unlikely",50,51,51,51,51,51,51,56,51,51,51,51,0,FALSE
"560","20210120T054205","20210120T054737",331,2021-01-20 05:47:37,"Yes","Rep",NA,"Yes","Rep",NA,11,"Other","a rock",80,"Joe Biden",0,"Joe Biden",0,"Rep",83,53,44,"Joe Biden",83,100,"Extremely likely","Extremely likely",NA,NA,6,NA,21,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,11,7,11,7,77,4,19,51,51,52,51,55,58,55,60,53,55,56,56,41,63,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",NA,"Arizona",577,1,FALSE,NA,1488,"Extremely likely","Extremely likely",21,59,37,34,45,42,45,40,47,45,44,44,-9,FALSE
"561","20210120T054301","20210120T054738",277,2021-01-20 05:47:39,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,48,31,"Joe Biden",100,100,NA,NA,"Likely","Extremely unlikely",2,"25",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,False news stories by ""right-wing"" media",NA,0,57,59,9,0,0,0,40,83,0,10,38,34,39,41,74,42,42,7,53,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Pennsylvania",578,1,FALSE,NA,577,"Extremely unlikely","Likely",75,47,92,87,62,66,61,59,26,58,58,93,-17,FALSE
"562","20210120T054331","20210120T054750",258,2021-01-20 05:47:50,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Other (please explain)
","none",51,50,51,51,51,51,51,51,100,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","51","51","51","51","100","51","51","Yes","Male",37,NA,579,1,FALSE,NA,1523,"Extremely unlikely","Extremely unlikely",51,100,51,51,51,51,51,51,51,51,51,51,0,FALSE
"563","20210120T054419","20210120T054817",237,2021-01-20 05:48:18,"Yes","Rep",NA,"Yes","Rep",NA,70,"Rep",NA,19,"Joe Biden",91,"Joe Biden",92,"Dem",83,40,40,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",2,"50",NA,"Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,7,0,0,0,0,0,74,75,77,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","47","0","0","0","0","0","60","62","35","50","Yes","Female",46,"Texas",580,1,FALSE,NA,941,"Unlikely","Unlikely",50,62,35,50,0,47,0,0,0,0,0,60,0,FALSE
"564","20210120T054543","20210120T054907",203,2021-01-20 05:49:07,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,0,NA,100,"False news stories by ""left-wing"" media",NA,96,94,94,98,90,91,96,90,93,89,88,92,95,92,99,94,94,94,91,87,99,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",61,"Alabama",581,1,FALSE,NA,1288,"Extremely likely","Extremely unlikely",100,13,1,0,8,5,8,1,6,6,6,9,0,FALSE
"565","20210120T054423","20210120T054919",296,2021-01-20 05:49:19,"Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,90,"Joe Biden",95,"Joe Biden",95,"Dem",95,65,70,"Joe Biden",95,100,"Unlikely","Unlikely",NA,NA,2,"45",NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,20,11,17,1,0,0,63,68,59,57,47,53,47,47,51,52,50,37,30,58,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",31,"Minnesota",582,1,FALSE,NA,1202,"Unlikely","Unlikely",55,70,42,50,53,47,53,53,49,48,50,63,5,FALSE
"566","20210120T054635","20210120T054935",180,2021-01-20 05:49:36,"Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,95,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,45,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,"51",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,1,1,1,1,0,0,1,0,0,0,52,53,52,53,53,50,50,52,48,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",39,"Michigan",583,1,FALSE,NA,1338,"Extremely unlikely","Extremely unlikely",49,52,47,50,48,47,48,47,47,50,50,48,-10,FALSE
"567","20210120T054542","20210120T054948",246,2021-01-20 05:49:49,"Yes","Rep",NA,"Yes","Rep",NA,90,"Dem",NA,50,"Joe Biden",95,"Joe Biden",95,"Dem",89,92,91,"Joe Biden",90,100,NA,NA,"Unlikely","Unlikely",0,"75",NA,"Mail-in ballot fraud
,Mis-reporting of final vote counts by state electoral officials",NA,9,8,11,17,17,12,7,11,37,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","9","15","11","14","18","13","26","33","52","47","Yes","Male",34,"Michigan",584,1,FALSE,NA,1120,"Unlikely","Unlikely",25,33,52,47,16,9,15,11,14,18,13,26,-1,FALSE
"568","20210120T054313","20210120T055003",409,2021-01-20 05:50:03,"Yes","Dem",NA,"Yes","Dem",NA,91,"Dem",NA,94,"Joe Biden",100,"Joe Biden",100,"Dem",100,77,94,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,NA,51,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,0,0,0,1,1,0,2,60,62,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","47","56","57","53","63","51","51","Yes","Female",38,"Ohio",585,1,FALSE,NA,1432,"Extremely unlikely","Extremely unlikely",51,63,51,51,51,51,51,51,47,56,57,53,17,FALSE
"569","20210120T054730","20210120T055044",194,2021-01-20 05:50:45,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,50,50,51,50,50,10,14,0,0,69,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",45,"New Jersey",586,1,FALSE,NA,745,"Extremely unlikely","Extremely unlikely",50,100,31,32,50,50,49,50,50,90,86,100,0,FALSE
"570","20210120T054559","20210120T055125",325,2021-01-20 05:51:26,"Yes","Ind",NA,"Yes","Rep",NA,95,"Rep",NA,95,"Joe Biden",95,"Joe Biden",95,"Don't know",95,49,51,"Joe Biden",95,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"51",NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","Yes","Male",55,"Florida",587,1,FALSE,NA,268,"Extremely unlikely","Extremely unlikely",49,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
"571","20210120T054719","20210120T055151",272,2021-01-20 05:51:52,"Yes","Ind",NA,"Yes","Other","Jo Jorgensen",100,"Other","Jo Jorgensen",100,"Joe Biden",91,"Joe Biden",98,"Dem",81,60,55,"Joe Biden",100,100,NA,NA,"Unlikely","Likely",5,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""left-wing"" media",NA,19,60,88,95,82,31,31,14,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","72","0","0","Yes","Female",32,"Pennsylvania",588,1,FALSE,NA,594,"Likely","Unlikely",0,72,0,0,0,0,0,0,0,0,0,0,-5,TRUE
"572","20210120T054827","20210120T055303",276,2021-01-20 05:53:03,"Yes","Rep",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,73,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,8,4,3,5,0,0,0,24,28,21,22,15,17,19,20,22,23,21,20,20,79,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",39,"Georgia",589,1,FALSE,NA,812,"Extremely unlikely","Extremely unlikely",73,80,21,50,85,83,81,80,78,77,79,80,0,FALSE
"573","20210120T054919","20210120T055402",283,2021-01-20 05:54:03,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,0,"50",NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","51","51","51","51","51","51","51","51","51","51","Yes","Male",41,"New York",590,1,FALSE,NA,693,"Extremely unlikely","Unlikely",50,51,51,51,50,51,51,51,51,51,51,51,0,FALSE
"574","20210120T054944","20210120T055403",258,2021-01-20 05:54:03,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,100,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,1,1,1,1,1,1,1,85,86,0,51,0,0,0,0,0,0,0,0,0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",NA,NA,591,1,FALSE,NA,1008,"Extremely unlikely","Extremely unlikely",100,100,49,49,100,100,100,100,100,100,100,100,0,FALSE
"575","20210120T055159","20210120T055420",140,2021-01-20 05:54:20,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,66,66,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"0",NA,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,0,0,0,0,0,0,0,10,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","100","100","100","100","100","100","100","Yes","Female",32,"Massachusetts",592,1,FALSE,NA,1110,"Extremely unlikely","Extremely unlikely",100,100,100,100,100,100,100,100,100,100,100,100,0,FALSE
"576","20210120T054719","20210120T055452",452,2021-01-20 05:54:52,"Yes","Rep",NA,"Yes","Rep",NA,93,"Rep",NA,98,"Joe Biden",72,"Joe Biden",78,"Rep",89,81,74,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely likely",21,"100",NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,68,66,84,87,88,76,86,97,9,88,94,86,85,93,82,86,83,81,88,10,94,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",32,"Virginia",593,1,FALSE,NA,889,"Extremely likely","Unlikely",0,90,6,10,14,15,7,18,14,17,19,12,-7,FALSE
"577","20210120T055252","20210120T055505",133,2021-01-20 05:55:06,"Yes","Rep",NA,"No","Dem",NA,26,"Dem",NA,26,"Joe Biden",93,"Joe Biden",94,"Dem",94,59,60,"Joe Biden",95,100,NA,NA,"Unlikely","Unlikely",1,"50",NA,"Ballot manipulation or ballot-box stuffing
",NA,5,5,5,5,5,4,4,3,3,3,4,50,51,51,51,51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",36,"New York",594,1,FALSE,NA,538,"Unlikely","Unlikely",50,49,49,49,50,49,49,49,49,49,49,49,1,TRUE
"578","20210120T055131","20210120T055555",263,2021-01-20 05:55:55,"Yes","Ind",NA,"Yes","Rep",NA,71,"Rep",NA,66,"Joe Biden",19,"Joe Biden",39,"Rep",40,60,29,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,30,NA,19,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,20,9,9,8,70,27,26,73,73,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","42","42","43","26","38","38","16","59","22","23","Yes","Female",39,"Michigan",595,1,FALSE,NA,1248,"Likely","Unlikely",19,59,22,23,30,42,42,43,26,38,38,16,-31,FALSE
"579","20210120T055117","20210120T055611",294,2021-01-20 05:56:12,"Yes","Rep",NA,"Yes","Rep",NA,14,"Dem",NA,77,"Joe Biden",100,"Joe Biden",97,"Dem",92,60,55,"Joe Biden",100,100,"Unlikely","Extremely unlikely",NA,NA,5,NA,50,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,11,18,17,26,19,15,8,7,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","54","47","44","54","47","45","46","46","47","47","Yes","Female",36,"Pennsylvania",596,1,FALSE,NA,986,"Unlikely","Extremely unlikely",50,46,47,47,46,54,47,44,54,47,45,46,-5,FALSE
"580","20210120T055223","20210120T055655",272,2021-01-20 05:56:56,"Yes","Dem",NA,"Yes","Rep",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",95,"Dem",100,81,22,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,42,"False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",66,"Pennsylvania",597,1,FALSE,NA,1188,"Extremely unlikely","Extremely unlikely",42,99,95,94,100,100,100,100,100,100,99,100,-59,FALSE
"581","20210120T055234","20210120T055701",266,2021-01-20 05:57:01,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",55,"Joe Biden",91,"Rep",100,81,100,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,73,"100",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,75,89,96,68,56,83,87,68,77,56,87,83,92,88,93,84,92,86,86,89,90,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",75,"Florida",598,1,FALSE,NA,362,"Extremely likely","Extremely unlikely",0,11,10,7,17,8,12,7,16,8,14,14,19,FALSE
"582","20210120T055302","20210120T055748",285,2021-01-20 05:57:48,"Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",95,45,48,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",2,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media",NA,0,5,8,8,0,2,1,8,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","0","0","0","0","0","0","0","61","0","41","Yes","Female",50,"South Carolina",599,1,FALSE,NA,990,"Unlikely","Unlikely",0,61,0,41,50,0,0,0,0,0,0,0,3,FALSE
"583","20210120T055343","20210120T055750",246,2021-01-20 05:57:51,"Yes","Dem",NA,"Yes","Dem",NA,92,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,67,67,"Joe Biden",100,100,"Extremely unlikely","Likely",NA,NA,1,"14",NA,"False news stories by ""right-wing"" media",NA,3,5,3,0,10,0,0,0,83,1,2,14,15,7,6,11,6,4,0,0,63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",28,"Colorado",600,1,FALSE,NA,1085,"Extremely unlikely","Likely",86,100,37,98,86,85,93,94,89,94,96,100,0,FALSE
"584","20210120T055415","20210120T055922",306,2021-01-20 05:59:22,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,62,"Joe Biden",100,100,"Likely","Extremely unlikely",NA,NA,4,"0",NA,"Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information,False news stories by ""right-wing"" media,Other (please explain)
","voter suppession in Republican-run states to prevent poor young and black from voting",0,1,0,1,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","100","100","100","100","100","100","100","100","100","Yes","Female",57,"Oregon",601,1,FALSE,NA,576,"Likely","Extremely unlikely",100,100,100,100,100,100,100,100,100,100,100,100,6,FALSE
"585","20210120T055719","20210120T060053",213,2021-01-20 06:00:53,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"50",NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",42,"South Carolina",602,1,FALSE,NA,32,"Extremely unlikely","Extremely unlikely",50,100,49,49,100,100,100,100,100,100,100,100,0,FALSE
