"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age","state"
"870",1551,"20201104T233152","20201104T233329",97,"Ind","Rep",54,54,46,46,20,30,10,"Rep",TRUE,27,"Pennsylvania"
"871",552,"20201104T233423","20201104T233735",191,"Rep","Rep",93,93,84,84,12,60,48,"Dem",FALSE,41,"Texas"
"872",468,"20201104T233520","20201104T233755",154,"Ind","Rep",55,55,35,35,15,15,0,"Rep",TRUE,39,"California"
"873",952,"20201104T233618","20201104T233801",102,"Ind","Dem",62,-62,80,20,0,0,0,"Dem",TRUE,26,"Nevada"
"874",395,"20201104T234026","20201104T234221",114,"Dem","Dem",98,-98,82,18,18,15,-3,"Rep",FALSE,31,"Illinois"
"875",398,"20201104T234100","20201104T234311",130,"Ind","Rep",59,59,42,42,68,53,-15,"Dem",FALSE,30,"Massachusetts"
"876",772,"20201104T234407","20201104T234644",156,"Dem","Dem",100,-100,95,5,10,50,40,"Rep",FALSE,62,"Florida"
"877",1255,"20201104T221738","20201104T234800",5422,"Ind","Rep",86,86,44,44,78,32,-46,"Rep",TRUE,54,"Texas"
"878",28,"20201104T234930","20201104T235218",167,"Dem","Dem",100,-100,80,20,60,55,-5,"Dem",TRUE,30,"Arizona"
"879",532,"20201104T235515","20201104T235635",79,"Ind","Dem",100,-100,60,40,5,10,5,"Rep",FALSE,41,"California"
"880",669,"20201105T000056","20201105T000318",142,"Dem","Dem",100,-100,99,1,3,0,-3,"Dem",TRUE,56,"New York"
"881",1575,"20201105T000141","20201105T000348",127,"Rep","Rep",100,100,10,10,10,1,-9,"Rep",TRUE,48,"California"
"882",656,"20201105T000230","20201105T000513",163,"Dem","Dem",100,-100,100,0,0,15,15,"Dem",TRUE,35,"Washington"
"883",641,"20201105T000403","20201105T000547",103,"Rep","Rep",100,100,91,91,100,50,-50,"Rep",TRUE,52,"New York"
"884",397,"20201105T000553","20201105T000741",107,"Ind","Dem",37,-37,76,24,52,54,2,"Dem",TRUE,22,"Florida"
"885",1757,"20201105T000650","20201105T000800",70,"Dem","Dem",100,-100,85,15,50,100,50,"Rep",FALSE,29,"Oregon"
"886",1269,"20201105T000816","20201105T000957",100,"Dem","Dem",100,-100,78,22,35,62,27,"Dem",TRUE,23,NA
"887",579,"20201104T235923","20201105T001010",647,"Dem","Dem",100,-100,100,0,50,51,1,"Rep",FALSE,48,"Washington"
"888",854,"20201105T001117","20201105T001311",114,"Dem","Dem",100,-100,94,6,3,1,-2,"Rep",FALSE,47,"Missouri"
"889",1051,"20201105T001513","20201105T001747",153,"Rep","Rep",100,100,11,11,14,4,-10,"Dem",FALSE,57,"Illinois"
"890",31,"20201105T001724","20201105T001822",57,"Dem","Dem",100,-100,100,0,74,69,-5,"Dem",TRUE,24,"Kansas"
"891",170,"20201105T001155","20201105T002025",510,"Dem","Dem",100,-100,76,24,35,24,-11,"Rep",FALSE,26,"Wisconsin"
"892",699,"20201105T001504","20201105T002051",347,"Dem","Dem",73,-73,77,23,74,14,-60,"Dem",TRUE,27,"Texas"
"893",1609,"20201105T002158","20201105T002317",78,"Dem","Rep",82,82,44,44,46,41,-5,"Rep",TRUE,58,"Massachusetts"
"894",573,"20201105T002150","20201105T002411",140,"Dem","Dem",100,-100,95,5,0,0,0,"Rep",FALSE,66,"Virginia"
"895",1437,"20201105T002416","20201105T002609",112,"Dem","Dem",100,-100,85,15,0,0,0,"Dem",TRUE,54,"California"
"896",918,"20201105T002400","20201105T002616",136,"Ind","Rep",100,100,30,30,100,95,-5,"Dem",FALSE,45,"Indiana"
"897",221,"20201105T002530","20201105T002641",71,"Dem","Dem",100,-100,81,19,52,52,0,"Rep",FALSE,39,"Florida"
"898",691,"20201105T002357","20201105T002904",307,"Ind","Dem",100,-100,75,25,0,40,40,"Rep",FALSE,40,"California"
"899",621,"20201105T002554","20201105T003001",246,"Dem","Rep",37,37,55,55,60,45,-15,"Dem",FALSE,33,"Missouri"
"900",1071,"20201105T003010","20201105T003119",68,"Dem","Dem",100,-100,50,50,0,0,0,"Rep",FALSE,40,"California"
"901",256,"20201105T003051","20201105T003326",155,"Rep","Rep",100,100,50,50,60,50,-10,"Dem",FALSE,50,"Kentucky"
"902",1015,"20201105T003848","20201105T003944",55,"Dem","Dem",100,-100,72,28,50,60,10,"Rep",FALSE,22,"Georgia"
"903",346,"20201105T004114","20201105T004416",181,"Rep","Rep",99,99,79,79,86,18,-68,"Rep",TRUE,63,"Idaho"
"904",1109,"20201105T003939","20201105T004506",326,"Dem","Dem",65,-65,49,51,50,46,-4,"Dem",TRUE,39,NA
"905",151,"20201105T004549","20201105T004710",81,"Dem","Dem",100,-100,60,40,47,10,-37,"Dem",TRUE,31,"New Jersey"
"906",1246,"20201105T004806","20201105T005002",116,"Dem","Dem",100,-100,55,45,0,0,0,"Dem",TRUE,67,"New York"
"907",382,"20201105T004717","20201105T005014",177,"Rep","Rep",100,100,91,91,89,22,-67,"Rep",TRUE,50,"North Carolina"
"908",1258,"20201105T005133","20201105T005306",93,"Ind","Dem",35,-35,60,40,65,50,-15,"Rep",FALSE,27,"Florida"
"909",1538,"20201105T005330","20201105T005445",75,"Dem","Dem",83,-83,65,35,66,14,-52,"Dem",TRUE,22,"Arizona"
"910",643,"20201105T005236","20201105T005655",259,"Dem","Dem",100,-100,70,30,1,100,99,"Rep",FALSE,35,"New York"
"911",1727,"20201105T005613","20201105T005751",97,"Dem","Dem",100,-100,90,10,0,0,0,"Dem",TRUE,45,"Connecticut"
"912",217,"20201105T005654","20201105T010028",213,"Ind","Dem",80,-80,55,45,5,5,0,"Rep",FALSE,38,"North Carolina"
"913",66,"20201105T005951","20201105T010151",119,"Dem","Dem",99,-99,65,35,0,20,20,"Rep",FALSE,59,"Florida"
"914",250,"20201105T010100","20201105T010228",87,"Dem","Dem",100,-100,51,49,0,0,0,"Rep",FALSE,32,"Texas"
"915",113,"20201105T010240","20201105T010433",112,"Dem","Dem",100,-100,73,27,41,11,-30,"Dem",TRUE,32,"Tennessee"
"916",243,"20201105T010315","20201105T010455",99,"Dem","Dem",100,-100,71,29,0,0,0,"Dem",TRUE,58,"Massachusetts"
"917",845,"20201105T005650","20201105T010939",768,"Rep","Rep",90,90,70,70,40,20,-20,"Dem",FALSE,45,"Nevada"
"918",1592,"20201105T010836","20201105T011145",189,"Dem","Dem",100,-100,50,50,3,10,7,"Rep",FALSE,61,"Oregon"
"919",1334,"20201105T011516","20201105T011619",62,"Rep","Rep",100,100,86,86,44,52,8,"Dem",FALSE,26,"New York"
"920",1636,"20201105T011718","20201105T011841",83,"Dem","Dem",80,-80,75,25,35,75,40,"Rep",FALSE,44,"Michigan"
"921",1236,"20201105T011902","20201105T012136",154,"Dem","Dem",72,-72,69,31,17,10,-7,"Dem",TRUE,27,"California"
"922",777,"20201105T012322","20201105T012930",368,"Rep","Rep",65,65,40,40,9,11,2,"Rep",TRUE,34,"Virginia"
"923",957,"20201105T012848","20201105T013018",89,"Dem","Dem",83,-83,61,39,23,6,-17,"Dem",TRUE,NA,NA
"924",1127,"20201105T013329","20201105T013451",82,"Dem","Dem",100,-100,60,40,0,0,0,"Rep",FALSE,28,"Minnesota"
"925",356,"20201105T014011","20201105T014157",106,"Dem","Dem",100,-100,89,11,3,0,-3,"Dem",TRUE,54,"New York"
"926",816,"20201105T014806","20201105T015103",177,"Rep","Rep",99,99,45,45,30,15,-15,"Rep",TRUE,49,"South Carolina"
"927",1310,"20201105T015618","20201105T015733",74,"Dem","Dem",78,-78,82,18,18,72,54,"Rep",FALSE,NA,NA
"928",587,"20201105T015629","20201105T015748",79,"Dem","Dem",100,-100,90,10,51,26,-25,"Dem",TRUE,32,"Maryland"
"929",638,"20201105T015606","20201105T015843",156,"Rep","Rep",100,100,72,72,51,60,9,"Dem",FALSE,NA,NA
"930",1039,"20201105T015803","20201105T015857",53,"Dem","Dem",95,-95,98,2,94,92,-2,"Rep",FALSE,38,"Indiana"
"931",1728,"20201105T015450","20201105T020022",332,"Dem","Dem",100,-100,60,40,30,5,-25,"Dem",TRUE,58,"Georgia"
"932",609,"20201105T015853","20201105T020030",96,"Dem","Dem",72,-72,83,17,6,7,1,"Dem",TRUE,69,NA
"933",799,"20201105T015826","20201105T020036",130,"Rep","Rep",100,100,40,40,55,10,-45,"Rep",TRUE,46,"Connecticut"
"934",1370,"20201105T020315","20201105T020544",148,"Dem","Dem",100,-100,65,35,45,70,25,"Rep",FALSE,34,"New York"
"935",238,"20201105T021055","20201105T021233",97,"Rep","Rep",100,100,50,50,100,91,-9,"Dem",FALSE,47,"Georgia"
"936",406,"20201105T021041","20201105T021308",147,"Rep","Rep",100,100,80,80,51,10,-41,"Rep",TRUE,54,"Wisconsin"
"937",351,"20201105T021223","20201105T021416",112,"Dem","Dem",100,-100,75,25,0,10,10,"Rep",FALSE,19,"Illinois"
"938",1095,"20201105T021143","20201105T021453",190,"Rep","Rep",96,96,41,41,17,15,-2,"Dem",FALSE,42,"Maryland"
"939",112,"20201105T021454","20201105T021616",82,"Rep","Rep",100,100,48,48,83,20,-63,"Rep",TRUE,23,"Idaho"
"940",279,"20201105T021342","20201105T021721",219,"Dem","Dem",84,-84,98,2,17,8,-9,"Dem",TRUE,38,"New York"
"941",78,"20201105T021718","20201105T021846",87,"Ind","Dem",60,-60,81,19,42,14,-28,"Dem",TRUE,30,"New Hampshire"
"942",1505,"20201105T022500","20201105T022618",77,"Dem","Dem",19,-19,72,28,13,8,-5,"Dem",TRUE,53,"New Jersey"
"943",835,"20201105T022255","20201105T022708",252,"Ind","Rep",96,96,80,80,25,95,70,"Dem",FALSE,48,"California"
"944",1187,"20201105T022727","20201105T023116",228,"Dem","Dem",85,-85,90,10,20,35,15,"Rep",FALSE,53,"North Carolina"
"945",338,"20201105T023034","20201105T023257",143,"Dem","Dem",100,-100,82,18,9,9,0,"Rep",FALSE,55,"Washington"
"946",1527,"20201105T023049","20201105T023402",192,"Dem","Dem",100,-100,92,8,7,0,-7,"Dem",TRUE,30,"New York"
"947",1063,"20201105T024117","20201105T024351",154,"Rep","Rep",67,67,56,56,35,25,-10,"Dem",FALSE,39,"Florida"
"948",1441,"20201105T024428","20201105T024717",168,"Ind","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,48,"New York"
"949",1680,"20201105T024939","20201105T025049",69,"Rep","Rep",97,97,90,90,78,98,20,"Dem",FALSE,43,"Kentucky"
"950",252,"20201105T025059","20201105T025255",115,"Rep","Dem",55,-55,82,18,13,29,16,"Rep",FALSE,40,"Michigan"
"951",706,"20201105T025442","20201105T025651",129,"Rep","Rep",100,100,100,100,50,10,-40,"Dem",FALSE,69,"Florida"
"952",1222,"20201105T025553","20201105T025804",131,"Rep","Rep",93,93,86,86,96,89,-7,"Rep",TRUE,62,"Virginia"
"953",422,"20201105T030339","20201105T030514",95,"Ind","Other",43,NA,45,NA,33,1,-32,"Dem",NA,33,"Massachusetts"
"954",1615,"20201105T030225","20201105T030714",289,"Rep","Rep",79,79,33,33,75,30,-45,"Rep",TRUE,49,"New York"
"955",1391,"20201105T030751","20201105T031010",139,"Dem","Dem",100,-100,57,43,0,0,0,"Dem",TRUE,52,"Michigan"
"956",595,"20201105T031037","20201105T031151",74,"Rep","Rep",100,100,40,40,100,0,-100,"Rep",TRUE,35,"Virginia"
"957",1332,"20201105T030738","20201105T031201",262,"Dem","Dem",100,-100,93,7,20,100,80,"Rep",FALSE,42,"Ohio"
"958",267,"20201105T031044","20201105T031246",121,"Rep","Rep",70,70,31,31,27,32,5,"Dem",FALSE,64,"New Jersey"
"959",520,"20201105T031159","20201105T031513",193,"Dem","Dem",100,-100,80,20,10,5,-5,"Rep",FALSE,55,"North Carolina"
"960",120,"20201105T031818","20201105T032041",143,"Dem","Dem",10,-10,5,95,80,62,-18,"Dem",TRUE,34,"New York"
"961",1069,"20201105T031914","20201105T032059",105,"Ind","Rep",100,100,19,19,50,30,-20,"Rep",TRUE,32,"Tennessee"
"962",1392,"20201105T032130","20201105T032244",74,"Dem","Dem",100,-100,94,6,4,3,-1,"Dem",TRUE,58,"New York"
"963",1653,"20201105T032226","20201105T032411",104,"Dem","Dem",25,-25,95,5,0,10,10,"Rep",FALSE,31,"Maryland"
"964",1042,"20201105T032254","20201105T032436",101,"Rep","Rep",100,100,13,13,100,71,-29,"Rep",TRUE,42,"Kentucky"
"965",457,"20201105T032208","20201105T032521",192,"Rep","Rep",100,100,85,85,90,75,-15,"Dem",FALSE,52,"Washington"
"966",347,"20201105T032604","20201105T032934",209,"Dem","Dem",83,-83,81,19,23,7,-16,"Dem",TRUE,22,"Washington"
"967",102,"20201105T033155","20201105T033325",90,"Dem","Dem",100,-100,84,16,0,0,0,"Dem",TRUE,32,"Massachusetts"
"968",1044,"20201105T033209","20201105T033412",122,"Ind","Rep",60,60,26,26,31,22,-9,"Dem",FALSE,60,"Ohio"
"969",620,"20201105T033253","20201105T033449",115,"Dem","Dem",87,-87,96,4,78,57,-21,"Rep",FALSE,30,"Ohio"
"970",1321,"20201105T033413","20201105T033551",98,"Ind","Rep",84,84,19,19,100,75,-25,"Dem",FALSE,31,"North Carolina"
"971",43,"20201105T033436","20201105T033654",137,"Dem","Dem",100,-100,91,9,0,0,0,"Dem",TRUE,36,"Florida"
"972",470,"20201105T033704","20201105T033757",53,"Dem","Dem",100,-100,79,21,4,0,-4,"Rep",FALSE,25,"California"
"973",310,"20201105T033731","20201105T033846",74,"Dem","Dem",100,-100,51,49,0,0,0,"Rep",FALSE,38,"Vermont"
"974",1359,"20201105T033700","20201105T033922",142,"Rep","Rep",61,61,15,15,92,27,-65,"Dem",FALSE,57,"Georgia"
"975",1714,"20201105T033736","20201105T034003",146,"Ind","Dem",70,-70,70,30,10,5,-5,"Dem",TRUE,62,"Utah"
"976",685,"20201105T033847","20201105T034003",76,"Dem","Dem",100,-100,86,14,0,51,51,"Rep",FALSE,NA,NA
"977",724,"20201105T034134","20201105T034312",98,"Dem","Dem",93,-93,78,22,20,83,63,"Rep",FALSE,50,"Washington"
"978",903,"20201105T034035","20201105T034337",181,"Ind","Rep",82,82,30,30,100,100,0,"Dem",FALSE,55,"Tennessee"
"979",1385,"20201105T034225","20201105T034439",134,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,34,"Florida"
"980",1128,"20201105T034426","20201105T034647",141,"Dem","Dem",100,-100,95,5,0,1,1,"Rep",FALSE,49,"Illinois"
"981",975,"20201105T034423","20201105T034652",149,"Dem","Dem",90,-90,52,48,40,20,-20,"Dem",TRUE,55,"West Virginia"
"982",526,"20201105T035004","20201105T035152",108,"Dem","Dem",100,-100,98,2,0,30,30,"Rep",FALSE,46,"California"
"983",1467,"20201105T035137","20201105T035331",113,"Dem","Dem",100,-100,90,10,0,0,0,"Dem",TRUE,34,"Ohio"
"984",1539,"20201105T035241","20201105T035356",74,"Rep","Rep",92,92,9,9,5,9,4,"Dem",FALSE,48,"New Jersey"
"985",888,"20201105T035149","20201105T035402",132,"Rep","Rep",100,100,88,88,63,35,-28,"Rep",TRUE,54,"Utah"
"986",538,"20201105T035218","20201105T035407",109,"Rep","Other",16,NA,4,NA,2,11,9,"Dem",NA,36,"New York"
"987",1301,"20201105T035414","20201105T035542",88,"Dem","Dem",84,-84,94,6,22,3,-19,"Rep",FALSE,36,"Texas"
"988",1545,"20201105T035502","20201105T035633",91,"Ind","Rep",10,10,0,0,50,50,0,"Dem",FALSE,29,NA
"989",1768,"20201105T035702","20201105T035828",85,"Dem","Dem",90,-90,70,30,2,5,3,"Rep",FALSE,26,"New York"
"990",1679,"20201105T035742","20201105T035922",99,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,37,"Kansas"
"991",1672,"20201105T035809","20201105T035941",91,"Dem","Dem",95,-95,75,25,10,10,0,"Rep",FALSE,26,"Maine"
"992",968,"20201105T035739","20201105T040026",167,"Rep","Rep",96,96,84,84,39,15,-24,"Rep",TRUE,33,"Mississippi"
"993",1036,"20201105T040053","20201105T040225",91,"Ind","Rep",100,100,45,45,90,10,-80,"Rep",TRUE,39,"Illinois"
"994",1434,"20201105T040322","20201105T040441",78,"Dem","Dem",100,-100,81,19,9,0,-9,"Dem",TRUE,49,"Ohio"
"995",1213,"20201105T040608","20201105T040725",77,"Rep","Rep",100,100,50,50,72,11,-61,"Dem",FALSE,37,"Georgia"
"996",1261,"20201105T040830","20201105T040956",85,"Ind","Dem",100,-100,70,30,0,0,0,"Dem",TRUE,57,"Florida"
"997",1662,"20201105T040812","20201105T040959",107,"Ind","Dem",59,-59,50,50,60,82,22,"Rep",FALSE,44,"Colorado"
"998",1263,"20201105T041233","20201105T041515",161,"Dem","Dem",100,-100,59,41,17,15,-2,"Rep",FALSE,31,"Colorado"
"999",973,"20201105T041427","20201105T041539",72,"Dem","Dem",100,-100,50,50,65,100,35,"Rep",FALSE,35,"Colorado"
"1000",1483,"20201105T041436","20201105T041541",64,"Ind","Dem",77,-77,72,28,15,7,-8,"Dem",TRUE,33,"Texas"
"1001",141,"20201105T041344","20201105T041601",136,"Rep","Rep",100,100,85,85,65,95,30,"Dem",FALSE,45,"Indiana"
"1002",1504,"20201105T041446","20201105T041636",110,"Rep","Rep",94,94,24,24,41,51,10,"Dem",FALSE,56,"Oklahoma"
"1003",763,"20201105T041442","20201105T041655",133,"Dem","Dem",95,-95,85,15,5,15,10,"Rep",FALSE,38,"Indiana"
"1004",931,"20201105T041421","20201105T041658",157,"Rep","Rep",100,100,70,70,100,0,-100,"Rep",TRUE,37,"Virginia"
"1005",969,"20201105T041603","20201105T041808",124,"Rep","Rep",71,71,29,29,15,10,-5,"Rep",TRUE,67,"Illinois"
"1006",843,"20201105T041408","20201105T041819",250,"Rep","Rep",100,100,45,45,42,26,-16,"Dem",FALSE,62,"Texas"
"1007",1436,"20201105T041851","20201105T042106",134,"Dem","Dem",100,-100,90,10,20,0,-20,"Dem",TRUE,69,"Ohio"
"1008",49,"20201105T041313","20201105T042136",502,"Dem","Dem",100,-100,90,10,10,70,60,"Rep",FALSE,26,"Virginia"
"1009",1502,"20201105T042119","20201105T042225",65,"Dem","Dem",94,-94,96,4,17,55,38,"Dem",TRUE,30,"Pennsylvania"
"1010",1401,"20201105T042101","20201105T042403",181,"Dem","Dem",100,-100,90,10,1,0,-1,"Rep",FALSE,64,"Michigan"
"1011",443,"20201105T042130","20201105T042415",164,"Rep","Rep",100,100,42,42,100,83,-17,"Rep",TRUE,36,"Texas"
"1012",837,"20201105T042326","20201105T042542",136,"Dem","Dem",98,-98,71,29,5,0,-5,"Dem",TRUE,32,"New York"
"1013",202,"20201105T042546","20201105T042822",155,"Ind","Dem",8,-8,70,30,0,0,0,"Dem",TRUE,51,"Ohio"
"1014",1363,"20201105T042808","20201105T042857",48,"Dem","Dem",100,-100,95,5,5,5,0,"Rep",FALSE,47,"Florida"
"1015",1219,"20201105T042736","20201105T042941",125,"Rep","Rep",80,80,35,35,85,70,-15,"Rep",TRUE,44,"Illinois"
"1016",174,"20201105T042738","20201105T043020",161,"Ind","Dem",91,-91,82,18,8,9,1,"Dem",TRUE,57,"North Carolina"
"1017",668,"20201105T043348","20201105T043512",84,"Rep","Rep",80,80,50,50,40,60,20,"Dem",FALSE,45,"Florida"
"1018",103,"20201105T043526","20201105T043656",90,"Dem","Dem",98,-98,100,0,0,0,0,"Rep",FALSE,61,"Ohio"
"1019",420,"20201105T043658","20201105T043847",108,"Dem","Dem",85,-85,70,30,27,25,-2,"Dem",TRUE,26,"Virginia"
"1020",47,"20201105T044046","20201105T044209",82,"Ind","Rep",60,60,30,30,50,50,0,"Dem",FALSE,29,"Arkansas"
"1021",282,"20201105T043932","20201105T044234",181,"Ind","Rep",76,76,24,24,71,40,-31,"Rep",TRUE,62,"Arizona"
"1022",433,"20201105T044040","20201105T044255",135,"Dem","Dem",100,-100,92,8,10,0,-10,"Dem",TRUE,55,"Alabama"
"1023",592,"20201105T044228","20201105T044348",80,"Other","Dem",100,-100,61,39,50,18,-32,"Dem",TRUE,19,"California"
"1024",701,"20201105T044217","20201105T044404",107,"Dem","Dem",49,-49,49,51,10,100,90,"Rep",FALSE,27,"Florida"
"1025",1484,"20201105T044406","20201105T044504",57,"Dem","Rep",84,84,20,20,100,100,0,"Rep",TRUE,38,"Florida"
"1026",1497,"20201105T044342","20201105T044535",113,"Rep","Other",89,NA,0,NA,0,0,0,"Rep",NA,60,"North Carolina"
"1027",582,"20201105T044440","20201105T044551",70,"Dem","Dem",100,-100,94,6,0,0,0,"Dem",TRUE,42,"Michigan"
"1028",1586,"20201105T044414","20201105T044633",138,"Rep","Rep",100,100,99,99,81,100,19,"Dem",FALSE,77,"South Carolina"
"1029",1631,"20201105T044504","20201105T044706",122,"Rep","Rep",65,65,27,27,87,76,-11,"Rep",TRUE,26,"Massachusetts"
"1030",726,"20201105T044524","20201105T044813",169,"Rep","Rep",100,100,29,29,51,0,-51,"Rep",TRUE,48,"Georgia"
"1031",1618,"20201105T044524","20201105T045010",285,"Ind","Rep",82,82,51,51,100,100,0,"Dem",FALSE,75,"Massachusetts"
"1032",1302,"20201105T044933","20201105T045108",95,"Ind","Dem",90,-90,56,44,3,1,-2,"Rep",FALSE,42,"Illinois"
"1033",938,"20201105T045021","20201105T045254",152,"Rep","Dem",85,-85,100,0,25,20,-5,"Dem",TRUE,53,"Delaware"
"1034",127,"20201105T045151","20201105T045319",87,"Rep","Dem",75,-75,55,45,5,5,0,"Rep",FALSE,33,"Virginia"
"1035",603,"20201105T045450","20201105T045616",85,"Other","Rep",100,100,19,19,71,9,-62,"Rep",TRUE,44,"Georgia"
"1036",698,"20201105T045552","20201105T045703",70,"Rep","Rep",53,53,32,32,83,82,-1,"Dem",FALSE,40,"Florida"
"1037",1195,"20201105T045311","20201105T045811",299,"Dem","Dem",47,-47,56,44,39,29,-10,"Dem",TRUE,27,"Massachusetts"
"1038",506,"20201105T045709","20201105T045818",68,"Rep","Rep",100,100,75,75,100,25,-75,"Rep",TRUE,43,"Texas"
"1039",1519,"20201105T045814","20201105T045920",66,"Rep","Rep",100,100,64,64,83,18,-65,"Rep",TRUE,33,"Michigan"
"1040",1681,"20201105T045658","20201105T050012",194,"Dem","Dem",100,-100,71,29,0,32,32,"Rep",FALSE,32,"New York"
"1041",19,"20201105T045942","20201105T050109",87,"Rep","Rep",100,100,30,30,100,100,0,"Dem",FALSE,30,"New York"
"1042",1181,"20201105T045948","20201105T050144",116,"Ind","Dem",80,-80,65,35,30,10,-20,"Dem",TRUE,60,"Pennsylvania"
"1043",1534,"20201105T050046","20201105T050202",76,"Dem","Dem",51,-51,55,45,30,10,-20,"Rep",FALSE,46,"Maryland"
"1044",1154,"20201105T050059","20201105T050314",134,"Dem","Dem",100,-100,92,8,2,1,-1,"Rep",FALSE,58,"New York"
"1045",332,"20201105T050313","20201105T050440",86,"Ind","Dem",87,-87,79,21,10,2,-8,"Dem",TRUE,45,"South Dakota"
"1046",737,"20201105T050320","20201105T050454",94,"Ind","Dem",60,-60,20,80,100,100,0,"Rep",FALSE,NA,NA
"1047",304,"20201105T050353","20201105T050606",133,"Dem","Dem",81,-81,69,31,58,8,-50,"Dem",TRUE,22,"Texas"
"1048",1239,"20201105T050131","20201105T050626",294,"Dem","Dem",100,-100,85,15,2,5,3,"Rep",FALSE,65,"Maryland"
"1049",1330,"20201105T050452","20201105T050738",165,"Dem","Dem",100,-100,100,0,0,50,50,"Rep",FALSE,33,"Ohio"
"1050",1546,"20201105T050755","20201105T050923",87,"Rep","Rep",75,75,40,40,100,100,0,"Dem",FALSE,35,"California"
"1051",528,"20201105T050801","20201105T050926",84,"Ind","Rep",70,70,45,45,0,0,0,"Rep",TRUE,34,"Connecticut"
"1052",1641,"20201105T050858","20201105T051012",73,"Dem","Dem",100,-100,95,5,0,0,0,"Dem",TRUE,37,"Kentucky"
"1053",490,"20201105T050908","20201105T051111",123,"Ind","Dem",15,-15,55,45,30,55,25,"Dem",TRUE,26,"Pennsylvania"
"1054",77,"20201105T050937","20201105T051115",98,"Dem","Dem",100,-100,51,49,24,31,7,"Rep",FALSE,45,"New Jersey"
"1055",453,"20201105T050930","20201105T051121",111,"Ind","Rep",100,100,100,100,100,100,0,"Dem",FALSE,55,"Virginia"
"1056",1450,"20201105T051000","20201105T051124",83,"Dem","Dem",100,-100,60,40,55,41,-14,"Dem",TRUE,33,"Kentucky"
"1057",713,"20201105T051030","20201105T051158",88,"Dem","Dem",100,-100,90,10,0,0,0,"Rep",FALSE,57,"Missouri"
"1058",1773,"20201105T051108","20201105T051343",154,"Ind","Dem",100,-100,80,20,0,100,100,"Rep",FALSE,30,"Virginia"
"1059",1046,"20201105T051216","20201105T051418",121,"Dem","Dem",92,-92,79,21,1,0,-1,"Rep",FALSE,49,"Georgia"
"1060",1282,"20201105T051030","20201105T051433",242,"Dem","Dem",100,-100,70,30,5,1,-4,"Dem",TRUE,54,"New York"
"1061",51,"20201105T051234","20201105T051609",215,"Dem","Dem",19,-19,85,15,15,91,76,"Rep",FALSE,49,"Missouri"
"1062",417,"20201105T051444","20201105T051621",96,"Rep","Rep",93,93,37,37,77,63,-14,"Dem",FALSE,60,"Florida"
"1063",1135,"20201105T051442","20201105T051643",120,"Ind","Dem",100,-100,85,15,55,55,0,"Dem",TRUE,44,"Tennessee"
"1064",856,"20201105T051446","20201105T051657",130,"Dem","Dem",100,-100,90,10,0,20,20,"Rep",FALSE,70,"Louisiana"
"1065",412,"20201105T050147","20201105T051738",951,"Ind","Rep",100,100,91,91,100,100,0,"Dem",FALSE,66,"Illinois"
"1066",723,"20201105T051709","20201105T051840",91,"Ind","Rep",69,69,39,39,27,0,-27,"Dem",FALSE,60,"Pennsylvania"
"1067",259,"20201105T051826","20201105T051951",85,"Ind","Dem",100,-100,46,54,90,90,0,"Dem",TRUE,49,"New Jersey"
"1068",255,"20201105T051708","20201105T052001",172,"Rep","Rep",80,80,40,40,30,0,-30,"Rep",TRUE,58,"Iowa"
"1069",272,"20201105T051830","20201105T052023",112,"Rep","Rep",91,91,40,40,80,30,-50,"Rep",TRUE,36,"Georgia"
"1070",1118,"20201105T051839","20201105T052035",116,"Rep","Rep",90,90,35,35,80,70,-10,"Dem",FALSE,31,"Ohio"
"1071",967,"20201105T051746","20201105T052053",186,"Ind","Rep",95,95,97,97,100,100,0,"Dem",FALSE,30,"Arizona"
"1072",755,"20201105T051808","20201105T052054",165,"Dem","Dem",95,-95,95,5,100,0,-100,"Rep",FALSE,71,"Louisiana"
"1073",1153,"20201105T051720","20201105T052104",224,"Ind","Dem",52,-52,73,27,16,16,0,"Rep",FALSE,33,"Pennsylvania"
"1074",383,"20201105T052031","20201105T052232",121,"Rep","Rep",60,60,10,10,10,0,-10,"Dem",FALSE,42,"Kentucky"
"1075",992,"20201105T052102","20201105T052338",156,"Dem","Dem",100,-100,96,4,0,41,41,"Rep",FALSE,68,"Florida"
"1076",1732,"20201105T052304","20201105T052454",110,"Other","Other",0,NA,0,NA,82,75,-7,"Rep",NA,33,"North Carolina"
"1077",270,"20201105T052234","20201105T052538",183,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,44,"Kentucky"
"1078",562,"20201105T052537","20201105T052641",64,"Rep","Rep",100,100,50,50,100,96,-4,"Rep",TRUE,52,"Illinois"
"1079",827,"20201105T052322","20201105T052650",207,"Dem","Dem",100,-100,89,11,0,15,15,"Rep",FALSE,42,"Pennsylvania"
"1080",1225,"20201105T052341","20201105T052715",214,"Ind","Rep",60,60,30,30,10,10,0,"Dem",FALSE,45,"New Jersey"
